Name,Start date of trip,Duration of Visit (Days),Destination,Purpose of trip,Mode of transport,Class of travel,Accomodation/Meals,Other (including hospitality given),"Total cost, including all visas, accommodation, travel, meals etc. (œ)",Total Cost of Use of Official Secure Car,Booked through
"Otter, Mr. Stephen Anthony",07/09/2015,,London Paddington,INTERNAL MEETING,Rail,Standard,,,29.51,,Redfern
"Arnott, Dr. Robert Henry",08/09/2015,,,"Calls / texts to BE Paris and French Interior Ministry. I do not have a HO mobile phone / blackberry (under normal circumstances, I absorb HO costs within my personal phone contract, incl from France to London).",Miscellaneous,,,,133.47,,
"Cunningham, Mr. Michael Bernard",08/09/2015,,London Euston,INTERNAL MEETING,Rail,Standard,,,105.31,,Redfern
"Cunningham, Mr. Michael Bernard",08/09/2015,,London Heathrow,INTERNAL MEETING,,,Hotel Standard- One- Queen Size,,126.47,,Redfern
"Duffy, Mr. Philip",08/09/2015,,,Return journey from port visit to Newcastle,"T&S - Planes, Trains and Automobiles",Standard/Economy,,,21.50,,
"Duffy, Mr. Philip",08/09/2015,,,Necastle visit,"T&S - Planes, Trains and Automobiles",,,,2.90,,
"Duffy, Mr. Philip",08/09/2015,,London Heathrow,CONFERENCE/EVENT,Air Tickets,Business,,,195.60,,Redfern
"Eastaugh, Mr. Tony",08/09/2015,,London,CONFERENCE/EVENT,,,Hotel Room,,1.41,,Redfern
"Eastaugh, Mr. Tony",08/09/2015,,Sheffield,CONFERENCE/EVENT,Rail,Standard,,,176.40,,Redfern
"Foy, Mr. Timothy John",08/09/2015,,,Late night working.Taxi from 2MS to London Waterloo station.,Taxis,,,,8.00,,
"Lamberti, Mr. David James",08/09/2015,,,"PSAEW Annual ConferenceChesford Grange Kenilworth, nr Warwick, CV8 2LD",Taxis,,,,14.00,,
"Lamberti, Mr. David James",08/09/2015,,Orpington,EXTERNAL MEETING,Rail,Standard,,,6.75,,Redfern
"Lamberti, Mr. David James",08/09/2015,,Warwick,EXTERNAL MEETING,Rail,Standard,,,68.56,,Redfern
"Oppenheim, Mr. Jeremy",08/09/2015,,,travel from FCC dinner to 2MS,Taxis,,,,24.20,,
"Oppenheim, Mr. Jeremy",08/09/2015,,,dinner for DHoDs attending the 5CC plenary in London betweeen 8 - 11 September.,"Canteens, Lunches, Vending",,,,274.73,,
"Arnott, Dr. Robert Henry",09/09/2015,,,2MS to 70W mign mtg,Taxis,,,,5.00,,
"Clarke, Mr. Richard William John",09/09/2015,,Dover Stns,INTERNAL MEETING,Rail,Standard,,,47.36,,Redfern
"Lamberti, Mr. David James",09/09/2015,,,"PSAEW Annual Conference Chesford Grange Kenilworth, nr Warwick, CV8 2LD Home Secretary speech delayed by one day.  Return travel for D. Lamberti and Chantelle Fields (G7 PWCU).","T&S - Planes, Trains and Automobiles",Standard/Economy,,,94.00,,
"Lamberti, Mr. David James",09/09/2015,,,"PSAEW Annual ConferenceChesford Grange Kenilworth, nr Warwick, CV8 2LD to station C. Fields and D. Lamberti",Taxis,,,,20.00,,
"Montgomery, Sir Charles Percival",09/09/2015,,,Travel from Waterloo to Kings Cross to get train to Peterborough for viewpoint event on 09.09.15 using contactless.,"T&S - Planes, Trains and Automobiles",,,,2.30,,
"Montgomery, Sir Charles Percival",09/09/2015,,,Lunch on work visit to Peterborough for viewpoint event on 09.09.15 using contactless.,"T&S - Planes, Trains and Automobiles",,,,6.69,,
"Montgomery, Sir Charles Percival",09/09/2015,,,Refreshment whilst travelling to Peterborough for viewpoint event using contactless.,"T&S - Planes, Trains and Automobiles",,,,3.10,,
"Montgomery, Sir Charles Percival",09/09/2015,,Peterborough,EXTERNAL MEETING,Rail,Standard,,,79.13,,Redfern
"Morrison, Mr. Paul Noble Wilson",09/09/2015,,Sheffield,INTERNAL MEETING,Rail,Standard,,,22.99,,Redfern
"Morrison, Mr. Paul Noble Wilson",09/09/2015,,,INTERNAL MEETING,,,Hotel Fee ,,1.41,,Redfern
"Cunningham, Mr. Michael Bernard",10/09/2015,,London Euston,INTERNAL MEETING,Rail,Standard,,,95.71,,Redfern
"Hills, Mr. Gareth David",10/09/2015,,Calais,EXTERNAL MEETING,,,Hotel (Foreign) Room,,78.75,,Redfern
"Hills, Mr. Gareth David",10/09/2015,,,EXTERNAL MEETING,,,Hotel Fee ,,0.71,,Redfern
"Leach, Mrs. Paula Michelle",10/09/2015,,Liverpool Lime Street,INTERNAL MEETING,Rail,Standard,,,144.19,,Redfern
"Otter, Mr. Stephen Anthony",10/09/2015,,Exeter St Davids,EXTERNAL MEETING,Rail,Standard,,,34.08,,Redfern
"Sutton, Mr. Kenneth David",10/09/2015,,East Croydon,INTERNAL MEETING,Rail,Standard,,,19.29,,Redfern
"Hills, Mr. Gareth David",11/09/2015,,London St Pancras,EXTERNAL MEETING,Rail,Standard,,,30.04,,Redfern
"Oppenheim, Mr. Jeremy",11/09/2015,,,taxi from FCC/B5 meeting to 2MS,Taxis,,,,9.24,,
"Sutton, Mr. Kenneth David",11/09/2015,,,Working in Folkestone,T&S - Employee Reimbursed Mileage,,,,24.40,,
"Webb, Mr. Stephen",13/09/2015,,,heathrow express (no receipt),"T&S - Planes, Trains and Automobiles",Standard/Economy,,,24.50,,
"Webb, Mr. Stephen",13/09/2015,,,belfast airport to hotel,Taxis,,,,11.00,,
"Webb, Mr. Stephen",13/09/2015,,Belfast,EXTERNAL MEETING,,,Hotel Room,,67.81,,Redfern
"Williams, Mr. Glyn",13/09/2015,,,Travel back to London (lunch on the run),T&S - Subsistence,,,,5.99,,
"Cunningham, Mr. Michael Bernard",14/09/2015,,,INTERNAL MEETING,,,Hotel Fee ,,1.41,,Redfern
"Duffy, Mr. Philip",14/09/2015,,,Visit to MPLA Cohort,T&S - Hotels,,,,4.40,,
"Morrison, Mr. Paul Noble Wilson",14/09/2015,,Manchester Piccadilly,INTERNAL MEETING,Rail,Standard,,,63.35,,Redfern
"Otter, Mr. Stephen Anthony",14/09/2015,,London Paddington,INTERNAL MEETING,Rail,Standard,,,111.41,,Redfern
"Storr, Mr. Peter Richard",14/09/2015,,,"Emergency JHAC with Home Secetary, Brussels",T&S - Overseas Expenses,,,,21.50,,
"Storr, Mr. Peter Richard",14/09/2015,,Brussels Midi,EXTERNAL MEETING,Air Tickets,Premier Class,,,279.38,,Redfern
"Storr, Mr. Peter Richard",14/09/2015,,London Heathrow,EXTERNAL MEETING,Air Tickets,Business,,,181.69,,Redfern
"Webb, Mr. Stephen",14/09/2015,,,stormont to belfast airport,Taxis,,,,11.00,,
"Webb, Mr. Stephen",14/09/2015,,,heathrow express,"T&S - Planes, Trains and Automobiles",Standard/Economy,,,24.50,,
"Campbell, Ms. Mandie Jane",15/09/2015,,,return bus from DH meeting,"T&S - Planes, Trains and Automobiles",Standard/Economy,,,1.50,,
"Cunningham, Mr. Michael Bernard",15/09/2015,,London Euston,INTERNAL MEETING,Rail,Standard,,,193.14,,Redfern
"Cunningham, Mr. Michael Bernard",15/09/2015,,London Heathrow,INTERNAL MEETING,,,Hotel Standard- One- Queen Size,,126.47,,Redfern
"Shipley, Mr. Gordon Michael",15/09/2015,,Oxford,TRAINING,Rail,Standard,,,18.31,,Redfern
"Foy, Mr. Timothy John",16/09/2015,,,Late night working. Taxi from 2 Marsham Street to London Waterloo.,Taxis,,,,9.00,,
"Hepple, Mr. Tyson Julian",16/09/2015,,,Heathrow express return fare - travelled out on 16/9 and returned the following day.,"T&S - Planes, Trains and Automobiles",Standard/Economy,,,35.00,,
"Hepple, Mr. Tyson Julian",16/09/2015,,,Heathrow express return fare - travelled out on 16/9 and returned the following day.,"T&S - Planes, Trains and Automobiles",Standard/Economy,,,35.00,,
"Otter, Mr. Stephen Anthony",16/09/2015,,Gatwick Airport,EXTERNAL MEETING,Rail,Standard,,,41.70,,Redfern
"Otter, Mr. Stephen Anthony",16/09/2015,,Isle Of Man,EXTERNAL MEETING,,,Hotel Room,,71.48,,Redfern
"Otter, Mr. Stephen Anthony",16/09/2015,,Isle Of Man,EXTERNAL MEETING,Web Transaction,Economy,,,65.60,,Redfern
"Otter, Mr. Stephen Anthony",16/09/2015,,,EXTERNAL MEETING,,,Hotel Fee ,,1.41,,Redfern
"Sedwill, Mr. Mark",16/09/2015,,Paris Gare Du Nord,EXTERNAL MEETING,Air Tickets,Standard,,,321.78,,Redfern
"Shipley, Mr. Gordon Michael",16/09/2015,,,Course,Conferences (& Hospitality),,,,95.00,,
"Sutton, Mr. Kenneth David",16/09/2015,,,Meetings in Cardiff,T&S - Subsistence,,,,4.20,,
"Sutton, Mr. Kenneth David",16/09/2015,,,Working lunch in Cardiff,T&S - Subsistence,,,,14.17,,
"Sutton, Mr. Kenneth David",16/09/2015,,Cardiff Central,EXTERNAL MEETING,Rail,Standard,,,214.15,,Redfern
"Sutton, Mr. Kenneth David",16/09/2015,,London Paddington,EXTERNAL MEETING,Rail,Standard,,,14.56,,Redfern
"Wren, Mr. Simon William",16/09/2015,,East Croydon,CONFERENCE/EVENT,Rail,Standard,,,12.45,,Redfern
"Beecroft, Mr. Martin Richard",17/09/2015,,Liverpool Lime Street,INTERNAL MEETING,Rail,Standard,,,168.59,,Redfern
"Cunningham, Mr. Michael Bernard",17/09/2015,,London Euston,INTERNAL MEETING,Rail,Standard,,,193.14,,Redfern
"Martin, Mr. Ian Richard",17/09/2015,,,Travel from Leeds Station to Waterside Court - Leeds office.  Hard copy receipt held.,Taxis,,,,6.40,,
"Morrison, Mr. Paul Noble Wilson",17/09/2015,,Glasgow,EXTERNAL MEETING,Web Transaction,,,,252.71,,Redfern
"Morrison, Mr. Paul Noble Wilson",17/09/2015,,Glasgow,INTERNAL MEETING,,,Hotel Deluxe- One- King Size,,208.05,,Redfern
"Oppenheim, Mr. Jeremy",17/09/2015,,,personal mobile used for business calls - 70% of bill claimed,Miscellaneous,,,,28.94,,
"Otter, Mr. Stephen Anthony",17/09/2015,,Exeter St Davids,EXTERNAL MEETING,Rail,Standard,,,48.82,,Redfern
"Sutton, Mr. Kenneth David",17/09/2015,,,"Providing water, milk, sugar and biscuits etc for Charity meeting",T&S - Subsistence,,,,14.80,,
"Thomson, Mr. Mark David",17/09/2015,,,Photos for visa application,Office Overheads (incl Printing & Publications),,,,24.98,,
"Duffy, Mr. Philip",18/09/2015,,London Paddington,EXTERNAL MEETING,Rail,Standard,,,13.03,,Redfern
"Montgomery, Sir Charles Percival",18/09/2015,,,Travel from Tottenham Hale to London Victoria and then bus from Victoria to 2MS on 18.09.15 following work visit to Stansted.  Used contactless.,"T&S - Planes, Trains and Automobiles",,,,6.60,,
"Montgomery, Sir Charles Percival",18/09/2015,,Stansted Airport,EXTERNAL MEETING,Rail,Standard,,,31.80,,Redfern
"Webb, Mr. Stephen",18/09/2015,,Cheltenham Spa,EXTERNAL MEETING,Rail,,,,-123.04,,Redfern
"Wells, Mr. Michael Charles",18/09/2015,,Bristol Parkway,EXTERNAL MEETING,Rail,Standard,,,69.66,,Redfern
"Duffy, Mr. Philip",20/09/2015,,,Offical visit to see cutters in Sicily,"T&S - Planes, Trains and Automobiles",Standard/Economy,,,22.56,,
"Duffy, Mr. Philip",20/09/2015,,,Outbound ticke to Sicily,"T&S - Planes, Trains and Automobiles",Standard/Economy,,,8.00,,
"Duffy, Mr. Philip",20/09/2015,,Catania,EXTERNAL MEETING,Air Tickets,Economy,,,436.97,,Redfern
"Duffy, Mr. Philip",20/09/2015,,Catania,EXTERNAL MEETING,,,Hotel (Foreign) Run of the House,,214.86,,Redfern
"Duffy, Mr. Philip",20/09/2015,,Gatwick Airport,CONFERENCE/EVENT,Rail,Standard,,,30.68,,Redfern
"Duffy, Mr. Philip",20/09/2015,,Gatwick Airport,EXTERNAL MEETING,Rail,Standard,,,13.49,,Redfern
"Duffy, Mr. Philip",20/09/2015,,,EXTERNAL MEETING,,,Hotel Fee ,,1.41,,Redfern
"Eastaugh, Mr. Tony",21/09/2015,,Manchester Piccadilly,CONFERENCE/EVENT,Rail,Standard,,,16.82,,Redfern
"Eastaugh, Mr. Tony",21/09/2015,,,CONFERENCE/EVENT,,,Hotel Fee ,,1.41,,Redfern
"Martin, Mr. Ian Richard",21/09/2015,,,Car parking at Flitwick on way to 2MS. Receipt statement uploaded.,"T&S - Planes, Trains and Automobiles",,,,72.80,,
"Martin, Mr. Ian Richard",21/09/2015,,ZONE U12* LONDN,INTERNAL MEETING,Rail,Standard,,,38.67,,Redfern
"Montgomery, Sir Charles Percival",21/09/2015,,Ashford International,EXTERNAL MEETING,Rail,Standard,,,64.78,,Redfern
"Otter, Mr. Stephen Anthony",21/09/2015,,London Paddington,INTERNAL MEETING,Rail,Standard,,,38.47,,Redfern
"Duffy, Mr. Philip",22/09/2015,,,Offical visit to see cutters in Sicily,"T&S - Planes, Trains and Automobiles",Standard/Economy,,,18.80,,
"Duffy, Mr. Philip",22/09/2015,,,Return port visit from Sicily,"T&S - Planes, Trains and Automobiles",Standard/Economy,,,15.40,,
"Duffy, Mr. Philip",22/09/2015,,,Travel to airport on TFL,T&S - Hotels,,,,2.10,,
"Duffy, Mr. Philip",22/09/2015,,Herne Hill,CONFERENCE/EVENT,Rail,Standard,,,6.76,,Redfern
"Ind, Mr. Hugh Timothy",22/09/2015,,,Fare from Home to Heathrow Airpor - Visit to China,Taxis,,,,35.00,,
"Ind, Mr. Hugh Timothy",22/09/2015,,Beijing Capital,BUSINESS MEETING,Air Tickets,Discounted Business,,,121.17,,Redfern
"Ind, Mr. Hugh Timothy",22/09/2015,,Beijing Capital,EXTERNAL MEETING,Air Tickets,Discounted Business,,,"5,855.64",,Redfern
"Montgomery, Sir Charles Percival",22/09/2015,,,Tube from St Pancras to Waterloo using contactless following work visit to France on 22.09.15.,"T&S - Planes, Trains and Automobiles",,,,2.30,,
"Morrison, Mr. Paul Noble Wilson",22/09/2015,,Liverpool Lime Street,EXTERNAL MEETING,Rail,Standard,,,12.92,,Redfern
"Morrison, Mr. Paul Noble Wilson",22/09/2015,,,EXTERNAL MEETING,,,Hotel Fee ,,1.41,,Redfern
"Morrison, Mr. Paul Noble Wilson",22/09/2015,,,INTERNAL MEETING,,,Hotel Fee ,,1.41,,Redfern
"Otter, Mr. Stephen Anthony",22/09/2015,,Exeter St Davids,EXTERNAL MEETING,Rail,Standard,,,225.31,,Redfern
"Otter, Mr. Stephen Anthony",22/09/2015,,Liverpool Lime Street,EXTERNAL MEETING,Rail,Standard,,,110.20,,Redfern
"Otter, Mr. Stephen Anthony",22/09/2015,,London Euston,INTERNAL MEETING,Rail,Standard,,,12.93,,Redfern
"Otter, Mr. Stephen Anthony",22/09/2015,,London Paddington,INTERNAL MEETING,Rail,Standard,,,60.91,,Redfern
"Sedwill, Mr. Mark",22/09/2015,,Bristol Parkway,INTERNAL MEETING,Rail,Standard,,,103.81,,Redfern
"Thomson, Mr. Mark David",22/09/2015,,,Travel Vaccinations for business Travel,Miscellaneous,,,,95.00,,
"Williams, Mr. Glyn",22/09/2015,,Heathrow Express 4,EXTERNAL MEETING,Rail,Standard,,,49.54,,Redfern
"Williams, Mr. Glyn",22/09/2015,,,Business Trip - Malta,T&S - Subsistence,,,,52.00,,
"Arnott, Dr. Robert Henry",23/09/2015,,,Gare du Nord to MFI (Calais),Taxis,,,,25.36,,
"Arnott, Dr. Robert Henry",23/09/2015,,Paris Gare Du Nord,EXTERNAL MEETING,Air Tickets,Standard,,,322.63,,Redfern
"Cunningham, Mr. Michael Bernard",23/09/2015,,London,INTERNAL MEETING,,,Hotel Room,,1.41,,Redfern
"Cunningham, Mr. Michael Bernard",23/09/2015,,London Euston,INTERNAL MEETING,Rail,Standard,,,115.37,,Redfern
"Duffy, Mr. Philip",23/09/2015,,,Port visit to Heathrow,"T&S - Planes, Trains and Automobiles",Standard/Economy,,,8.70,,
"Duffy, Mr. Philip",23/09/2015,,,Travel to LHR for visit to NL,T&S - Hotels,,,,4.60,,
"Eastaugh, Mr. Tony",23/09/2015,,London Heathrow,CONFERENCE/EVENT,,,Hotel Room,,1.41,,Redfern
"Hepple, Mr. Tyson Julian",23/09/2015,,,Taxi to French Interior Ministry from Gare de Nord. Four officials in the taxi.,T&S - Overseas Expenses,,,,14.59,,
"Hepple, Mr. Tyson Julian",23/09/2015,,,Taxi to French Interior Ministry from Gare de Nord. Four officials in the taxi.,T&S - Overseas Expenses,,,,14.59,,
"Ind, Mr. Hugh Timothy",23/09/2015,,Beijing,EXTERNAL MEETING,,,Hotel (Foreign) Room,,270.01,,Redfern
"Martin, Mr. Ian Richard",23/09/2015,,ZONE U12* LONDN,INTERNAL MEETING,Rail,Standard,,,38.67,,Redfern
"Morrison, Mr. Paul Noble Wilson",23/09/2015,,Birchwood,EXTERNAL MEETING,Rail,Standard,,,7.89,,Redfern
"Morrison, Mr. Paul Noble Wilson",23/09/2015,,London Euston,EXTERNAL MEETING,Rail,Standard,,,7.89,,Redfern
"Oppenheim, Mr. Jeremy",23/09/2015,,,travel to/from 2MS/norfolk/home to attend external meetings with Chiefi Constable and PCC,T&S - Employee Reimbursed Mileage,,,,122.80,,
"Oppenheim, Mr. Jeremy",23/09/2015,,,lunch with two members of HO staff during official visit to Norfolk,"Canteens, Lunches, Vending",,,,8.95,,
"Cunningham, Mr. Michael Bernard",24/09/2015,,London Euston,INTERNAL MEETING,Rail,Standard,,,207.78,,Redfern
"Foy, Mr. Timothy John",24/09/2015,,,Late night working,Taxis,,,,8.00,,
"Ind, Mr. Hugh Timothy",24/09/2015,,,Visit to China,Miscellaneous,,,,6.90,,
"Martin, Mr. Ian Richard",24/09/2015,,Flitwick,INTERNAL MEETING,Rail,Standard,,,52.43,,Redfern
"Martin, Mr. Ian Richard",24/09/2015,,Folkestone West,INTERNAL MEETING,Rail,Standard,,,52.43,,Redfern
"Martin, Mr. Ian Richard",24/09/2015,,ZONE U12* LONDN,EXTERNAL MEETING,Rail,Standard,,,-30.78,,Redfern
"Martin, Mr. Ian Richard",24/09/2015,,ZONE U12* LONDN,INTERNAL MEETING,Rail,Standard,,,38.67,,Redfern
"Otter, Mr. Stephen Anthony",24/09/2015,,Exeter St Davids,EXTERNAL MEETING,Rail,Standard,,,93.21,,Redfern
"Otter, Mr. Stephen Anthony",24/09/2015,,Stafford,INTERNAL MEETING,Rail,Standard,,,93.21,,Redfern
"Rapson, Ms. Sarah Oonagh",24/09/2015,,,taxi whilst on work event,Taxis,,,,15.00,,
"Rapson, Ms. Sarah Oonagh",24/09/2015,,Richmond,INTERNAL MEETING,Rail,Standard,,,11.67,,Redfern
"Sedwill, Mr. Mark",24/09/2015,,Clapham Junction,CONFERENCE/EVENT,Rail,Standard,,,6.31,,Redfern
"Sedwill, Mr. Mark",24/09/2015,,Teddington,CONFERENCE/EVENT,Rail,Standard,,,15.20,,Redfern
"Thomson, Mr. Mark David",24/09/2015,,,Civil Service Leadership Conference held in Twickenham,T&S - Employee Reimbursed Mileage,,,,14.00,,
"Williams, Mr. Glyn",24/09/2015,,,"Late travel home, following business trip",Taxis,,,,7.50,,
"Duffy, Mr. Philip",25/09/2015,,,Travel to Paddington for NL govt visit,T&S - Hotels,,,,2.30,,
"Foy, Mr. Timothy John",25/09/2015,,,Taxi from TN11 9NU to Teddington Station (returning from Civil Service Leadership event),Taxis,,,,10.00,,
"Morrison, Mr. Paul Noble Wilson",25/09/2015,,,return train to Gatwick with Gold Card discount and from Zone 5 boundary,T&S - Overseas Expenses,Standard/Economy,,,6.85,,
"Morrison, Mr. Paul Noble Wilson",25/09/2015,,Geneva,EXTERNAL MEETING,Web Transaction,Economy,,,98.14,,Redfern
"Morrison, Mr. Paul Noble Wilson",25/09/2015,,London Gatwick,EXTERNAL MEETING,Web Transaction,Economy,,,132.49,,Redfern
"Sedwill, Mr. Mark",25/09/2015,,Teddington,CONFERENCE/EVENT,Rail,Standard,,,26.09,,Redfern
"Webb, Mr. Stephen",25/09/2015,,,northampton station to police hq,Taxis,,,,11.00,,
"Webb, Mr. Stephen",25/09/2015,,,euston to northampton,"T&S - Planes, Trains and Automobiles",Standard/Economy,,,27.40,,
"Ind, Mr. Hugh Timothy",26/09/2015,,,Fare from London Heathrow to Home - Visit to China,Taxis,,,,40.00,,
"Ind, Mr. Hugh Timothy",26/09/2015,,,Visit to China - meetings with Chinese Government Officials,T&S - Hotels,,,,65.82,,
"Lamberti, Mr. David James",27/09/2015,,Edinburgh,CONFERENCE / EVENT,Web Transaction,Economy,,,62.56,,Redfern
"Otter, Mr. Stephen Anthony",27/09/2015,,Coventry,EXTERNAL MEETING,Rail,Standard,,,93.21,,Redfern
"Sedwill, Mr. Mark",27/09/2015,,,Taxi to Bristol Airport,Taxis,,,,85.00,,
"Sedwill, Mr. Mark",27/09/2015,,,Taxi to Edinburgh Internation Conference Centre,Taxis,,,,25.00,,
"Sedwill, Mr. Mark",27/09/2015,,,Taxi to Hotel,Taxis,,,,8.00,,
"Sedwill, Mr. Mark",27/09/2015,,,overnight accomodation (edinburgh),T&S - Hotels,,,,88.60,,
"Sedwill, Mr. Mark",27/09/2015,,,Fast Track Security Channel receipt,"T&S - Planes, Trains and Automobiles",Standard/Economy,,,3.95,,
"Sedwill, Mr. Mark",27/09/2015,,Edinburgh,CONFERENCE/EVENT,Web Transaction,Economy,,,73.85,,Redfern
"Sedwill, Mr. Mark",27/09/2015,,,CONFERENCE/EVENT,Miscellaneous,,,,12.52,,Redfern
"Williams, Mr. Glyn",27/09/2015,,,"Late arrival, taxi to hotel",Taxis,,,,14.13,,
"Williams, Mr. Glyn",27/09/2015,,,Portion of chips (late travel to Brussels),T&S - Subsistence,,,,3.00,,
"Williams, Mr. Glyn",27/09/2015,,Brussels Midi,CONFERENCE/EVENT,Air Tickets,Standard,,,143.71,,Redfern
"Williams, Mr. Glyn",27/09/2015,,London Terminals,EXTERNAL MEETING,Rail,Standard,,,6.41,,Redfern
"Williams, Mr. Glyn",27/09/2015,,,Business Trip - Brussels,T&S - Subsistence,,,,26.00,,
"Cunningham, Mr. Michael Bernard",28/09/2015,,Coventry,CONFERENCE/EVENT,Rail,Standard,,,19.93,,Redfern
"Martin, Mr. Ian Richard",28/09/2015,,ZONE U12* LONDN,EXTERNAL MEETING,Rail,Standard,,,-30.78,,Redfern
"Martin, Mr. Ian Richard",28/09/2015,,ZONE U12* LONDN,INTERNAL MEETING,Rail,Standard,,,38.67,,Redfern
"Sedwill, Mr. Mark",28/09/2015,,,overnight accomodation (edinburgh),T&S - Hotels,,,,159.00,,
"Spencer, Ms. Hilary Jane Clements",28/09/2015,,,taxi,T&S - Hotels,,,,18.00,,
"Williams, Mr. Glyn",28/09/2015,,,Portion of chips (late travel return next day),T&S - Subsistence,,,,1.41,,
"Williams, Mr. Glyn",28/09/2015,,ZONE U1* LONDN,EXTERNAL MEETING,Rail,Standard,,,6.41,,Redfern
"Calam, Ms. Mary-Jane",29/09/2015,,,From Sunningdale Rail Station to College,Taxis,,,,5.00,,
"Calam, Ms. Mary-Jane",29/09/2015,,Sunningdale,EXTERNAL MEETING,Rail,Standard,,,12.64,,Redfern
"Duffy, Mr. Philip",29/09/2015,,,Directors Dinner  - Food only Sept,T&S - Hotels,,,,125.00,,
"Ind, Mr. Hugh Timothy",29/09/2015,,,Meeting with Croydon Council Officials,"T&S - Planes, Trains and Automobiles",Standard/Economy,,,6.00,,
"Martin, Mr. Ian Richard",29/09/2015,,Leeds,INTERNAL MEETING,Rail,Standard,,,39.55,,Redfern
"Martin, Mr. Ian Richard",29/09/2015,,Newcastle,INTERNAL MEETING,Rail,Standard,,,39.45,,Redfern
"Martin, Mr. Ian Richard",29/09/2015,,,INTERNAL MEETING,,,Hotel Fee ,,1.41,,Redfern
"Montgomery, Sir Charles Percival",29/09/2015,,Sunningdale,EXTERNAL MEETING,Rail,Standard,,,12.64,,Redfern
"Otter, Mr. Stephen Anthony",29/09/2015,,London Euston,INTERNAL MEETING,Rail,Standard,,,75.06,,Redfern
"Rapson, Ms. Sarah Oonagh",29/09/2015,,Sunningdale,INTERNAL MEETING,Rail,Standard,,,23.67,,Redfern
"Sedwill, Mr. Mark",29/09/2015,,London Heathrow,CONFERENCE/EVENT,Air Tickets,Economy,,,115.20,,Redfern
"Spencer, Ms. Hilary Jane Clements",29/09/2015,,,taxi,T&S - Hotels,,,,60.00,,
"Thomson, Mr. Mark David",29/09/2015,,,SCB Awayday,T&S - Employee Reimbursed Mileage,,,,32.00,,
"Wells, Mr. Michael Charles",29/09/2015,,Sheffield,EXTERNAL MEETING,Rail,Standard,,,142.36,,Redfern
"Arnott, Dr. Robert Henry",30/09/2015,,,Sunningdale Stn to SCB away day,Taxis,,,,6.00,,
"Arnott, Dr. Robert Henry",30/09/2015,,Sunningdale,CONFERENCE/EVENT,Rail,Standard,,,23.67,,Redfern
"Calam, Ms. Mary-Jane",30/09/2015,,,Sunningdale College to Rail Station,Taxis,,,,5.00,,
"Calam, Ms. Mary-Jane",30/09/2015,,Twickenham,EXTERNAL MEETING,Rail,Standard,,,9.03,,Redfern
"Cunningham, Mr. Michael Bernard",30/09/2015,,London Euston,INTERNAL MEETING,Rail,Standard,,,176.56,,Redfern
"Driskell, Mr. Norman",30/09/2015,,,Sheffield - Working in the UK work,Taxis,,,,5.00,,
"Driskell, Mr. Norman",30/09/2015,,Sheffield,INTERNAL MEETING,Rail,Standard,,,82.22,,Redfern
"Hayes, Mr. Simon Thomas",30/09/2015,,Solihull,INTERNAL MEETING,Rail,Standard,,,60.27,,Redfern
"Lamberti, Mr. David James",30/09/2015,,Edinburgh,CONFERENCE/EVENT,Air Tickets,Economy,,,60.18,,Redfern
"Martin, Mr. Ian Richard",30/09/2015,,,2 taxis - to and from Leeds office from Leeds train station. Led Viewpoint events. Receipts held.,Taxis,,,,13.60,,
"Martin, Mr. Ian Richard",30/09/2015,,,Car parking en route to Leeds office for Viewpoint events. Receipt held.,"T&S - Planes, Trains and Automobiles",,,,13.00,,
"Martin, Mr. Ian Richard",30/09/2015,,,Car to Peterborough to catch train to Leeds. No viable public transport route. Claimed from office rather then home as office to Peterborough is less.,T&S - Employee Reimbursed Mileage,,,,36.80,,
"Martin, Mr. Ian Richard",30/09/2015,,Leeds,INTERNAL MEETING,Rail,Standard,,,77.51,,Redfern
"Martin, Mr. Ian Richard",30/09/2015,,Peterborough,INTERNAL MEETING,Rail,Standard,,,17.50,,Redfern
"Montgomery, Sir Charles Percival",30/09/2015,,Winchester,EXTERNAL MEETING,Rail,Standard,,,26.41,,Redfern
"O'brien, Mr. John",30/09/2015,,,3 inquiry staff from Sheffield station to Moss police station,Taxis,,,,14.00,,
"O'brien, Mr. John",30/09/2015,,,3 inquiry staff from Moss police station to Hotel,Taxis,,,,6.75,,
"O'brien, Mr. John",30/09/2015,,,underground to St Pancras for travel to Sheffield,"T&S - Planes, Trains and Automobiles",,,,2.30,,
"O'brien, Mr. John",30/09/2015,,Doncaster,EXTERNAL MEETING,,,Hotel (Foreign) Standard- One- Double,,76.93,,Redfern
"O'brien, Mr. John",30/09/2015,,Sheffield,EXTERNAL MEETING,Rail,Standard,,,70.24,,Redfern
"O'brien, Mr. John",30/09/2015,,,EXTERNAL MEETING,,,Hotel Fee ,,1.41,,Redfern
"Rapson, Ms. Sarah Oonagh",30/09/2015,,,taxi at away day,Taxis,,,,5.00,,
"Sedwill, Mr. Mark",30/09/2015,,,overnight stay - dublin,T&S - Hotels,,,,125.00,,
